Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件过程</span></div><h1>软件设计的任务</h1><div class=""q"">从软件设计的技术内容角度，软件设计的任务分为<span class=""blank"">______</span>、<span class=""blank"">______</span>、<span class=""blank"">______</span>过程设计三个方面。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件过程</span></div><h1>软件设计的任务</h1><div class=""a"">从软件设计的技术内容角度，软件设计的任务分为<span class=""hit"">数据设计</span>、<span class=""hit"">体系结构设计</span>、<span class=""hit"">实现</span>过程设计三个方面。</div><div class=""ansbox"">挖空答案：<b>数据设计；体系结构设计；实现</b></div><div class=""pg"">教材页码：P23</div>"	软件工程概述 识记 软件过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件过程</span></div><h1>软件实现阶段的任务</h1><div class=""q"">软件<span class=""blank"">______</span>是程序员根据软件设计文档编写程序以实现系统功能的过程。软件实现阶段生成的程序必须经过<span class=""blank"">______</span>，以发现并纠正程序中的错误，保证程序实现的功能和逻辑正确、符合<span class=""blank"">______</span>文档的要求；软件测试需要通过几个不同的阶段，采用不同的策略和技术完成。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件过程</span></div><h1>软件实现阶段的任务</h1><div class=""a"">软件<span class=""hit"">实现</span>是程序员根据软件设计文档编写程序以<span class=""hit"">实现</span>系统功能的过程。软件<span class=""hit"">实现</span>阶段生成的程序必须经过<span class=""hit"">软件测试</span>，以发现并纠正程序中的错误，保证程序<span class=""hit"">实现</span>的功能和逻辑正确、符合<span class=""hit"">需求分析</span>文档的要求；<span class=""hit"">软件测试</span>需要通过几个不同的阶段，采用不同的策略和技术完成。</div><div class=""ansbox"">挖空答案：<b>实现；软件测试；需求分析</b></div><div class=""pg"">教材页码：P24</div>"	软件工程概述 识记 软件过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>瀑布模型将软件过程划分哪几个阶段,每个阶段的任务,瀑布模型存在的问题</h1><div class=""q""><span class=""blank"">______</span>将软件过程划分为需求定义、系统和软件设计、实现与单元测试、集成与系统测试、运行与维护几个阶段。各阶段任务：1）需求定义：了解用户需要计算机解决什么问题，弄清全部需求，由系统分析人员提出系统目标和功能范围说明，请用户审查认可，撰写《<span class=""blank"">______</span>》；2）系统和软件设计：建立软件总体结构，画出软件体系结构图，针对单个模块设计，确定模块内部过程和结构，为每个模块提供过程性描述文档（说明算法和数据结构）；3）实现与单元测试：用选定编程语言把模块过程性描述转换为源程序并对每个模块测试；4）集成与系统测试：将所有模块集成全面测试，形成测试报告（含测试计划、<span class=""blank"">______</span>与测试结果）；5）运行与维护：向用户提交产品投入运营，根据用户要求维护（属软件演进）。存在的问题：1）实际项目很少遵守瀑布模型提出的顺序；2）客户通常难以清楚地描述所有需求；3）客户必须有耐心，只有项目接近尾声才能得到可执行程序；4）在评审可运行程序之前，可能不会检测到重大错误。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>瀑布模型将软件过程划分哪几个阶段,每个阶段的任务,瀑布模型存在的问题</h1><div class=""a""><span class=""hit"">瀑布模型</span>将软件过程划分为需求定义、系统和软件设计、实现与单元测试、集成与系统测试、运行与维护几个阶段。各阶段任务：1）需求定义：了解用户需要计算机解决什么问题，弄清全部需求，由系统分析人员提出系统目标和功能范围说明，请用户审查认可，撰写《<span class=""hit"">需求规格说明书</span>》；2）系统和软件设计：建立软件总体结构，画出软件体系结构图，针对单个模块设计，确定模块内部过程和结构，为每个模块提供过程性描述文档（说明算法和数据结构）；3）实现与单元测试：用选定编程语言把模块过程性描述转换为源程序并对每个模块测试；4）集成与系统测试：将所有模块集成全面测试，形成测试报告（含测试计划、<span class=""hit"">测试用例</span>与测试结果）；5）运行与维护：向用户提交产品投入运营，根据用户要求维护（属软件演进）。存在的问题：1）实际项目很少遵守<span class=""hit"">瀑布模型</span>提出的顺序；2）客户通常难以清楚地描述所有需求；3）客户必须有耐心，只有项目接近尾声才能得到可执行程序；4）在评审可运行程序之前，可能不会检测到重大错误。</div><div class=""ansbox"">挖空答案：<b>瀑布模型；需求规格说明书；测试用例</b></div><div class=""pg"">教材页码：P24</div>"	软件工程概述 领会 软件过程模型 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>原型模型的软件开发过程,原型模型存在的问题</h1><div class=""q"">原型模型的软件开发过程：主要思想是首先建立一个能反映用户主要需要、可运行的软件原型，让<span class=""blank"">______</span>未来系统的概貌，以引导用户提出更具体、确定的需求；然后通过与用户沟通反复改进原型，最终实现完全符合用户需求的软件系统。过程为：开始于沟通（与利益相关者沟通，定义软件整体目标，明确已知需求）→快速策划→建模（快速设计，集中在用户能看到的方面如人机接口布局、输出显示格式）→构建原型→部署→由利益相关者评估→根据反馈精确提炼软件需求，迭代调整。存在的问题：1）利益相关者看到软件工作版本，可能不了解原型体系结构（程序结构）也在演化，开发者可能没考虑整体软件质量和长期可维护性；2）<span class=""blank"">______</span>师为使原型快速运行往往采用折中手段，若不够细心会使并不完美的选择成为系统的组成部分。关键是从开始就制定规则，明确原型是为定义需求服务的“<span class=""blank"">______</span>”而非最终产品。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>原型模型的软件开发过程,原型模型存在的问题</h1><div class=""a"">原型模型的软件开发过程：主要思想是首先建立一个能反映用户主要需要、可运行的软件原型，让<span class=""hit"">用户体验</span>未来系统的概貌，以引导用户提出更具体、确定的需求；然后通过与用户沟通反复改进原型，最终实现完全符合用户需求的软件系统。过程为：开始于沟通（与利益相关者沟通，定义软件整体目标，明确已知需求）→快速策划→建模（快速设计，集中在用户能看到的方面如人机接口布局、输出显示格式）→构建原型→部署→由利益相关者评估→根据反馈精确提炼软件需求，迭代调整。存在的问题：1）利益相关者看到软件工作版本，可能不了解原型体系结构（程序结构）也在演化，开发者可能没考虑整体软件质量和长期可维护性；2）<span class=""hit"">软件工程</span>师为使原型快速运行往往采用折中手段，若不够细心会使并不完美的选择成为系统的组成部分。关键是从开始就制定规则，明确原型是为定义需求服务的“<span class=""hit"">临时产品</span>”而非最终产品。</div><div class=""ansbox"">挖空答案：<b>用户体验；软件工程；临时产品</b></div><div class=""pg"">教材页码：P25</div>"	软件工程概述 领会 软件过程模型 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>螺旋模型的特点,按照螺旋模型</h1><div class=""q"">螺旋模型是一种演进式软件过程模型，它结合了原型模型的迭代性质和<span class=""blank"">______</span>的可控性和系统性特点，具有快速开发越来越完善的软件版本的潜力。其特点：1）将软件开发为一系列演进版本，早期迭代中软件可能是理论模型或原型，后来产生一系列逐渐完整的系统版本；2）被分割成一系列由<span class=""blank"">______</span>团队定义的框架活动，每个框架活动代表螺旋上的一个片段，每次演进都要考虑风险并标记里程碑；3）应用在计算机软件的整个生命周期（其他模型交付后即结束），把原型作为降低风险的机制，要求在项目所有阶段始终考虑<span class=""blank"">______</span>；4）是开发大型系统和软件较实用的方法，每一个演进层次上开发者和客户都能更好地理解和应对风险。其不足：很难使客户相信演进方法是可控的，依赖大量风险评估专家，若存在未发现的较大风险就无法进行风险管理。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>螺旋模型的特点,按照螺旋模型</h1><div class=""a"">螺旋模型是一种演进式软件过程模型，它结合了原型模型的迭代性质和<span class=""hit"">瀑布模型</span>的可控性和系统性特点，具有快速开发越来越完善的软件版本的潜力。其特点：1）将软件开发为一系列演进版本，早期迭代中软件可能是理论模型或原型，后来产生一系列逐渐完整的系统版本；2）被分割成一系列由<span class=""hit"">软件工程</span>团队定义的框架活动，每个框架活动代表螺旋上的一个片段，每次演进都要考虑风险并标记里程碑；3）应用在计算机软件的整个生命周期（其他模型交付后即结束），把原型作为降低风险的机制，要求在项目所有阶段始终考虑<span class=""hit"">技术风险</span>；4）是开发大型系统和软件较实用的方法，每一个演进层次上开发者和客户都能更好地理解和应对风险。其不足：很难使客户相信演进方法是可控的，依赖大量风险评估专家，若存在未发现的较大风险就无法进行风险管理。</div><div class=""ansbox"">挖空答案：<b>瀑布模型；软件工程；技术风险</b></div><div class=""pg"">教材页码：P26</div>"	软件工程概述 领会 软件过程模型 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>进行软件开发的过程统一过程模型,统一过程模型包括的5个工作阶段及每个阶段的</h1><div class=""q""><span class=""blank"">______</span>（UP）尝试从传统<span class=""blank"">______</span>中挖掘最好的特征和性质，以敏捷软件开发中许多最好的原则来实现。它强调与客户沟通及从客户角度用例描述系统并保持一致性的重要性，强调软件<span class=""blank"">______</span>的重要作用，建立了迭代、增量的过程流，提供演进特征。统一过程模型包括5个工作阶段：起始阶段、细化阶段、构建阶段、转换阶段、生产阶段。五个阶段并不是顺序进行，而是阶段性地并发进行。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>进行软件开发的过程统一过程模型,统一过程模型包括的5个工作阶段及每个阶段的</h1><div class=""a""><span class=""hit"">统一过程</span>（UP）尝试从传统<span class=""hit"">软件过程</span>中挖掘最好的特征和性质，以敏捷软件开发中许多最好的原则来实现。它强调与客户沟通及从客户角度用例描述系统并保持一致性的重要性，强调软件<span class=""hit"">体系结构</span>的重要作用，建立了迭代、增量的过程流，提供演进特征。<span class=""hit"">统一过程</span>模型包括5个工作阶段：起始阶段、细化阶段、构建阶段、转换阶段、生产阶段。五个阶段并不是顺序进行，而是阶段性地并发进行。</div><div class=""ansbox"">挖空答案：<b>统一过程；软件过程；体系结构</b></div><div class=""pg"">教材页码：P28</div>"	软件工程概述 领会 软件过程模型 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>工作内容</h1><div class=""q""><span class=""blank"">______</span>5个工作阶段的工作内容：1）起始阶段：包括客户沟通和策划活动，识别基本业务需求，并用用例初步描述每一类用户所需的主要特征和功能；策划阶段识别各种资源、评估主要风险，并为软件增量制定初步进度计划表。2）细化阶段：包括沟通和通用过程模型的建模活动，扩展起始阶段定义的用例，创建体系结构基线，包括软件的5种模型（用例模型、分析模型、设计模型、实现模型、部署模型），通常要修订项目计划。3）构建阶段：与通用<span class=""blank"">______</span>中的构建活动相同，在源代码中实现软件增量要求的特征和功能，对每个构件设计并实施单元测试，实施构件组装和集成测试，用例导出一组<span class=""blank"">______</span>。4）转换阶段：包括通用构建活动的后期和通用部署（交付和反馈）活动的第一部分，软件提交给最终用户进行Beta测试，用户反馈缺陷和提出必要变更，结束时软件增量成为可用的发布版本。5）生产阶段：与通用过程的部署活动一致，对持续使用的软件进行监控，提供运行环境支持，提交并评估缺陷报告和变更请求。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件过程模型</span></div><h1>工作内容</h1><div class=""a""><span class=""hit"">统一过程</span>5个工作阶段的工作内容：1）起始阶段：包括客户沟通和策划活动，识别基本业务需求，并用用例初步描述每一类用户所需的主要特征和功能；策划阶段识别各种资源、评估主要风险，并为软件增量制定初步进度计划表。2）细化阶段：包括沟通和通用过程模型的建模活动，扩展起始阶段定义的用例，创建体系结构基线，包括软件的5种模型（用例模型、分析模型、设计模型、实现模型、部署模型），通常要修订项目计划。3）构建阶段：与通用<span class=""hit"">软件过程</span>中的构建活动相同，在源代码中实现软件增量要求的特征和功能，对每个构件设计并实施单元测试，实施构件组装和集成测试，用例导出一组<span class=""hit"">验收测试</span>。4）转换阶段：包括通用构建活动的后期和通用部署（交付和反馈）活动的第一部分，软件提交给最终用户进行Beta测试，用户反馈缺陷和提出必要变更，结束时软件增量成为可用的发布版本。5）生产阶段：与通用过程的部署活动一致，对持续使用的软件进行监控，提供运行环境支持，提交并评估缺陷报告和变更请求。</div><div class=""ansbox"">挖空答案：<b>统一过程；软件过程；验收测试</b></div><div class=""pg"">教材页码：P28</div>"	软件工程概述 领会 软件过程模型 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>敏捷开发的基本思想、过程和工具</h1><div class=""q""><span class=""blank"">______</span>的基本思想：2001年Kent Beck等17位开发者组成的敏捷联盟签署《敏捷宣言》，提出“个人和交互胜过开发过程和工具，可运行的软件胜过大文档，客户合作胜过合同谈判，对变更的良好响应胜过按部就班遵循计划”。它强调可运行软件的快速交付而不看重中间产品，客户在开发过程中始终紧密参与（提供需求及排序、评估<span class=""blank"">______</span>），软件以增量方式开发，预料系统变更并设计系统使之适应变更。敏捷方法适合需求萌动、快速改变的小型或中型软件产品及人员少、<span class=""blank"">______</span>紧密的团队，不适合安全性、可靠性要求极高的大型系统。敏捷联盟定义了12项原则（如尽早持续交付有价值软件、欢迎需求变更、频繁交付、面对面交流、可运行软件是进度首要度量、自组织团队等）。开发过程为增量式交付；工具方面本节介绍Scrum模型和XP模型两种敏捷开发模型。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>敏捷开发的基本思想、过程和工具</h1><div class=""a""><span class=""hit"">敏捷开发</span>的基本思想：2001年Kent Beck等17位开发者组成的敏捷联盟签署《敏捷宣言》，提出“个人和交互胜过开发过程和工具，可运行的软件胜过大文档，客户合作胜过合同谈判，对变更的良好响应胜过按部就班遵循计划”。它强调可运行软件的快速交付而不看重中间产品，客户在开发过程中始终紧密参与（提供需求及排序、评估<span class=""hit"">迭代</span>），软件以增量方式开发，预料系统变更并设计系统使之适应变更。敏捷方法适合需求萌动、快速改变的小型或中型软件产品及人员少、<span class=""hit"">组织</span>紧密的团队，不适合安全性、可靠性要求极高的大型系统。敏捷联盟定义了12项原则（如尽早持续交付有价值软件、欢迎需求变更、频繁交付、面对面交流、可运行软件是进度首要度量、自<span class=""hit"">组织</span>团队等）。开发过程为增量式交付；工具方面本节介绍Scrum模型和XP模型两种<span class=""hit"">敏捷开发</span>模型。</div><div class=""ansbox"">挖空答案：<b>敏捷开发；迭代；组织</b></div><div class=""pg"">教材页码：P28</div>"	软件工程概述 领会 敏捷开发 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>Scrum模型和XP模型的软件开发过程</h1><div class=""q"">Scrum模型软件开发过程：由需求、分析、设计、演化和交付等框架性活动组成，每个框架活动中工作任务在相对较短的时间盒内完成，称为一个冲刺（每个周期2~4周）。流程为：产品待定项（按优先级排序的客户所需产品特征）→冲刺规划会议选择冲刺待定项→每日Scrum会议同步活动→冲刺结束时进行冲刺评审演示增量→冲刺回顾改进。XP模型软件开发过程：使用面向对象方法作为开发范型，包括策划、设计、编码、测试4个框架活动。策划阶段通过倾听创建<span class=""blank"">______</span>并按权值排序；设计遵循保持简洁原则、使用CRC卡、持续重构；编码阶段先写单元测试、<span class=""blank"">______</span>、持续集成；测试阶段进行自动化单元测试和<span class=""blank"">______</span>。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>Scrum模型和XP模型的软件开发过程</h1><div class=""a"">Scrum模型软件开发过程：由需求、分析、设计、演化和交付等框架性活动组成，每个框架活动中工作任务在相对较短的时间盒内完成，称为一个冲刺（每个周期2~4周）。流程为：产品待定项（按优先级排序的客户所需产品特征）→冲刺规划会议选择冲刺待定项→每日Scrum会议同步活动→冲刺结束时进行冲刺评审演示增量→冲刺回顾改进。XP模型软件开发过程：使用面向对象方法作为开发范型，包括策划、设计、编码、测试4个框架活动。策划阶段通过倾听创建<span class=""hit"">用户故事</span>并按权值排序；设计遵循保持简洁原则、使用CRC卡、持续重构；编码阶段先写单元测试、<span class=""hit"">结对编程</span>、持续集成；测试阶段进行自动化单元测试和<span class=""hit"">验收测试</span>。</div><div class=""ansbox"">挖空答案：<b>用户故事；结对编程；验收测试</b></div><div class=""pg"">教材页码：P29</div>"	软件工程概述 领会 敏捷开发 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>Scrum模型的团队、冲刺会议</h1><div class=""q"">Scrum团队：是一个自<span class=""blank"">______</span>的跨领域团队，由产品负责人、ScrumMaster和一个由3~6人组成的小型开发团队组成；Scrum开发的主要产品是产品待定项、<span class=""blank"">______</span>待定项和代码增量，每个冲刺周期为2~4周。冲刺会议包括：1）冲刺规划会议：开始每个冲刺前，产品负责人提出开发目标，ScrumMaster和开发团队从冲刺待定项中选择具体<span class=""blank"">______</span>，确定时间盒内可交付哪些内容以及需做的工作；2）每日Scrum会议：每个工作日开始的15min例会，成员同步活动并制定未来24h计划，每人回答3个问题——自上次例会后做了什么、遇到什么困难、下次例会前计划做什么，由ScrumMaster主持；3）冲刺评审会议：冲刺结束时召开，演示冲刺期间完成的软件增量，产品负责人决定是否接受该增量；4）冲刺回顾：针对4周冲刺的3h会议，讨论哪些方面进展顺利、哪些需改进、下一个冲刺致力于哪些改进。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>Scrum模型的团队、冲刺会议</h1><div class=""a"">Scrum团队：是一个自<span class=""hit"">组织</span>的跨领域团队，由产品负责人、ScrumMaster和一个由3~6人组成的小型开发团队组成；Scrum开发的主要产品是产品待定项、<span class=""hit"">冲刺</span>待定项和代码增量，每个<span class=""hit"">冲刺</span>周期为2~4周。<span class=""hit"">冲刺</span>会议包括：1）<span class=""hit"">冲刺</span>规划会议：开始每个<span class=""hit"">冲刺</span>前，产品负责人提出开发目标，ScrumMaster和开发团队从<span class=""hit"">冲刺</span>待定项中选择具体<span class=""hit"">项目</span>，确定时间盒内可交付哪些内容以及需做的工作；2）每日Scrum会议：每个工作日开始的15min例会，成员同步活动并制定未来24h计划，每人回答3个问题——自上次例会后做了什么、遇到什么困难、下次例会前计划做什么，由ScrumMaster主持；3）<span class=""hit"">冲刺</span>评审会议：<span class=""hit"">冲刺</span>结束时召开，演示<span class=""hit"">冲刺</span>期间完成的软件增量，产品负责人决定是否接受该增量；4）<span class=""hit"">冲刺</span>回顾：针对4周<span class=""hit"">冲刺</span>的3h会议，讨论哪些方面进展顺利、哪些需改进、下一个<span class=""hit"">冲刺</span>致力于哪些改进。</div><div class=""ansbox"">挖空答案：<b>组织；冲刺；项目</b></div><div class=""pg"">教材页码：P29</div>"	软件工程概述 领会 敏捷开发 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>XP模型的关键任务</h1><div class=""q"">XP模型（极限编程）使用面向对象方法，包括策划、设计、编码、测试4个框架活动的关键任务：1）策划：从需求搜集开始，通过倾听创建一系列“<span class=""blank"">______</span>”（写在索引卡上，用户按业务价值标明权值/优先级），团队按开发周数评估成本，成本超过3周的请用户细分；按三种方式之一排序故事（所有故事尽快实现/最高权值故事优先/高风险故事优先）；计算项目速度（首版实现的用户故事个数）以安排后续发布。2）设计：严格遵循保持简洁（<span class=""blank"">______</span>）原则，不鼓励额外功能性设计；鼓励使用CRC卡（类-职责-协作者）组织面向对象类；遇到困难立即建立可执行原型；通过重构持续进行设计。3）编码：先开发一系列单元测试检验本次发布的所有故事，编码完成后立即运行单元测试获得即时反馈；采用结对编程（两人面对同一台电脑共同开发）和持续集成策略。4）测试：用可自动实施的框架进行单元测试，支持代码修改后的回归测试；<span class=""blank"">______</span>（用户测试）由用户规定技术条件，着眼用户可见、可评审的系统级特征功能，根据本次发布所实现的用户故事确定。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件工程概述</span><span class=""chip c2"">领会</span><span class=""chip c3"">敏捷开发</span></div><h1>XP模型的关键任务</h1><div class=""a"">XP模型（极限编程）使用面向对象方法，包括策划、设计、编码、测试4个框架活动的关键任务：1）策划：从需求搜集开始，通过倾听创建一系列“<span class=""hit"">用户故事</span>”（写在索引卡上，用户按业务价值标明权值/优先级），团队按开发周数评估成本，成本超过3周的请用户细分；按三种方式之一排序故事（所有故事尽快实现/最高权值故事优先/高风险故事优先）；计算项目速度（首版实现的<span class=""hit"">用户故事</span>个数）以安排后续发布。2）设计：严格遵循保持简洁（<span class=""hit"">KISS</span>）原则，不鼓励额外功能性设计；鼓励使用CRC卡（类-职责-协作者）组织面向对象类；遇到困难立即建立可执行原型；通过重构持续进行设计。3）编码：先开发一系列单元测试检验本次发布的所有故事，编码完成后立即运行单元测试获得即时反馈；采用结对编程（两人面对同一台电脑共同开发）和持续集成策略。4）测试：用可自动实施的框架进行单元测试，支持代码修改后的回归测试；<span class=""hit"">验收测试</span>（用户测试）由用户规定技术条件，着眼用户可见、可评审的系统级特征功能，根据本次发布所实现的<span class=""hit"">用户故事</span>确定。</div><div class=""ansbox"">挖空答案：<b>用户故事；KISS；验收测试</b></div><div class=""pg"">教材页码：P31</div>"	软件工程概述 领会 敏捷开发 13005软件工程
